freqency(kHz),area(mm2),RCA/STD,Dry/Wet,T21/T23,Voltage(V),C(pF)
3,0.0050,0,0,0,-3.610,8.4570
3,0.0050,0,0,0,-3.597,8.4556
3,0.0050,0,0,0,-3.584,8.4542
3,0.0050,0,0,0,-3.571,8.4528
3,0.0050,0,0,0,-3.558,8.4513
3,0.0050,0,0,0,-3.545,8.4499
3,0.0050,0,0,0,-3.532,8.4484
3,0.0050,0,0,0,-3.519,8.4469
3,0.0050,0,0,0,-3.506,8.4454
3,0.0050,0,0,0,-3.493,8.4438
3,0.0050,0,0,0,-3.480,8.4423
3,0.0050,0,0,0,-3.467,8.4407
3,0.0050,0,0,0,-3.454,8.4391
3,0.0050,0,0,0,-3.441,8.4375
3,0.0050,0,0,0,-3.428,8.4358
3,0.0050,0,0,0,-3.415,8.4342
3,0.0050,0,0,0,-3.402,8.4325
3,0.0050,0,0,0,-3.389,8.4308
3,0.0050,0,0,0,-3.376,8.4290
3,0.0050,0,0,0,-3.363,8.4273
3,0.0050,0,0,0,-3.350,8.4255
3,0.0050,0,0,0,-3.337,8.4237
3,0.0050,0,0,0,-3.324,8.4218
3,0.0050,0,0,0,-3.311,8.4200
3,0.0050,0,0,0,-3.298,8.4181
3,0.0050,0,0,0,-3.285,8.4162
3,0.0050,0,0,0,-3.272,8.4142
3,0.0050,0,0,0,-3.259,8.4123
3,0.0050,0,0,0,-3.246,8.4103
3,0.0050,0,0,0,-3.233,8.4082
3,0.0050,0,0,0,-3.220,8.4062
3,0.0050,0,0,0,-3.207,8.4041
3,0.0050,0,0,0,-3.194,8.4020
3,0.0050,0,0,0,-3.181,8.3998
3,0.0050,0,0,0,-3.168,8.3976
3,0.0050,0,0,0,-3.155,8.3954
3,0.0050,0,0,0,-3.142,8.3931
3,0.0050,0,0,0,-3.129,8.3908
3,0.0050,0,0,0,-3.116,8.3885
3,0.0050,0,0,0,-3.103,8.3862
3,0.0050,0,0,0,-3.090,8.3837
3,0.0050,0,0,0,-3.077,8.3813
3,0.0050,0,0,0,-3.064,8.3788
3,0.0050,0,0,0,-3.051,8.3763
3,0.0050,0,0,0,-3.038,8.3737
3,0.0050,0,0,0,-3.025,8.3711
3,0.0050,0,0,0,-3.012,8.3685
3,0.0050,0,0,0,-2.999,8.3658
3,0.0050,0,0,0,-2.986,8.3630
3,0.0050,0,0,0,-2.973,8.3602
3,0.0050,0,0,0,-2.960,8.3574
3,0.0050,0,0,0,-2.947,8.3545
3,0.0050,0,0,0,-2.934,8.3516
3,0.0050,0,0,0,-2.921,8.3486
